planner,mapName,problemIndex,numSteps,cost,timespent,success
0,map1.txt,0,14,15.1054022,4.389279725030065,True
0,map2.txt,1,6,4.365023,0.01071091741323471,True
1,map1.txt,0,19,40.559955,0.016823730431497097,True
1,map2.txt,1,8,13.372189000000002,0.014275472611188889,True
2,map1.txt,0,26,26.611215000000005,106.61793458089232,True
2,map2.txt,1,8,5.326993000000001,0.015020537190139294,True
3,map1.txt,0,6,11.277863,0.4267497966066003,True
3,map2.txt,1,3,4.365023,2.6649625301361084,True
