0,25,100
1,26,100
2,27,100
3,28,100
4,29,100
5,30,100
6,31,100
7,32,100
8,33,100
9,34,100
10,35,100
11,36,100
12,37,100
13,38,100
14,39,100
15,40,100
16,41,100
17,42,100
18,43,100
19,44,100
20,45,100
21,46,100
22,47,100
23,48,100
24,49,100
25,50,100
26,51,100
27,52,100
28,53,100
29,54,100
30,55,100
31,56,100
32,57,100
33,58,100
34,59,100
35,60,100
36,61,100
37,62,100
38,63,100
39,64,100
40,65,100
41,66,100
42,67,100
43,68,100
44,69,100
45,70,100
46,71,100
47,72,100
48,73,100
49,74,100
50,75,100
51,76,100
52,77,100
53,78,100
54,79,100
55,80,100
56,81,100
57,82,100
58,83,100
59,84,100
60,85,100
61,86,100
62,87,100
63,88,100
64,89,100
65,90,100
66,91,100
67,92,100
68,93,100
69,94,100
70,95,100
71,96,100
72,97,100
73,98,100
74,99,100
75,100,100
76,101,100
77,102,100
78,103,100
79,104,100
80,105,100
81,106,100
82,107,100
83,108,100
84,109,100
85,110,100
86,111,100
87,112,100
88,113,100
89,114,100
90,115,100
91,116,100
92,117,100
93,118,100
94,119,100
95,120,100
96,121,100
97,122,100
98,123,100
99,124,100
100,125,100
101,126,100
102,127,100
103,128,100
104,129,100
105,130,100
106,131,100
107,132,100
108,133,100
109,134,100
110,135,100
111,136,100
112,137,100
113,138,100
114,139,100
115,140,100
116,141,100
117,142,100
118,143,100
119,144,100
120,145,100
121,146,100
122,147,100
123,148,100
124,149,100
125,150,100
126,151,100
127,152,100
128,153,100
129,154,100
130,155,100
131,156,100
132,157,100
133,158,100
134,159,100
135,160,100
136,161,100
137,162,100
138,163,100
139,164,100
140,165,100
141,166,100
142,167,100
143,168,100
144,169,100
145,170,100
146,171,100
147,172,100
148,173,100
149,174,100
150,175,100
