../maps/map2.txt
1.17876,2.12369,1.67301,0.38379,3.71596,
1.15119,2.34441,2.14443,0.479902,3.37857,
1.16375,2.34363,2.75697,0.365546,3.29893,
0.855877,2.4708,3.25054,0.275549,3.11972,
1.34496,2.33276,3.48453,0.357944,2.84589,
1.13856,2.34499,3.8437,0.754874,2.59001,
0.899093,2.03489,3.95191,0.667254,2.11896,
0.685555,1.72946,4.11987,1.11998,2.26975,
0.457832,1.52098,3.73485,1.47647,2.11438,
0.382366,1.96957,3.41944,1.76967,2.1634,
0.21281,1.92517,3.12993,2.1894,1.84079,
0.0731417,1.42271,3.17654,2.41363,1.57554,
0.106544,1.63521,3.00291,2.56076,1.03083,
0.207477,1.76202,2.73095,2.66882,1.06768,
0.477274,1.70335,3.14207,2.69126,0.777177,
0.708145,1.33556,2.87266,2.53,0.579479,
0.816294,1.33978,2.84102,2.92462,0.911212,
1.32872,1.32025,3.06224,2.80569,1.02364,
1.09448,0.992187,3.18872,2.46295,0.709279,
0.798028,0.500972,3.40741,2.59629,0.711367,
0.708476,0.511495,3.92128,2.27277,0.577478,
0.632978,0.562796,3.73996,1.90986,0.467495,
0.30834,0.554359,3.36796,1.68379,0.207477,
0.261168,0.394245,2.93958,1.70967,0.156471,
0.554359,0.227803,2.86729,2.08033,0.126941,
0.142956,0.069988,2.65022,2.18232,0.423956,
